Year,Player1,Country1,Player2,Country2,Score1,Score2,
1936,Charles Debeur,BEL,Hans Granfelt,SWE,3,2,
1936,Charles Debeur,BEL,Egill Knutzen,NOR,3,2,
1936,Charles Debeur,BEL,George Tully,CAN,3,2,
1936,Henrique da Silveira,POR,Michel Pécheux,FRA,3,2,
1936,Hans Granfelt,SWE,Cornelis Weber,NED,3,2,
1936,Hans Granfelt,SWE,Pál Dunay,HUN,3,2,
1936,Jean Hauert,SUI,Egill Knutzen,NOR,3,2,
1936,Jean Hauert,SUI,Pál Dunay,HUN,3,2,
1936,Jean Hauert,SUI,Aage Leidersdorff,DEN,3,2,
1936,Egill Knutzen,NOR,Henrique da Silveira,POR,3,2,
1936,Egill Knutzen,NOR,Hans Granfelt,SWE,3,2,
1936,Egill Knutzen,NOR,George Tully,CAN,3,2,
1936,Egill Knutzen,NOR,Pál Dunay,HUN,3,2,
1936,Cornelis Weber,NED,Jean Hauert,SUI,3,2,
1936,George Tully,CAN,Aage Leidersdorff,DEN,3,2,
1936,Pál Dunay,HUN,George Tully,CAN,3,2,
1936,Hans Drakenberg,SWE,Raymond Stasse,BEL,3,2,
1936,Roman Kantor,POL,Saverio Ragno,ITA,3,2,
1936,Roman Kantor,POL,Ioan Miclescu-Prăjescu,ROU,3,2,
1936,Raymond Stasse,BEL,Ian Campbell-Gray,GBR,3,2,
1936,Raymond Stasse,BEL,Ioan Miclescu-Prăjescu,ROU,3,2,
1936,Raymond Stasse,BEL,François Duret,SUI,3,2,
1936,Saverio Ragno,ITA,Ian Campbell-Gray,GBR,3,2,
1936,Saverio Ragno,ITA,François Duret,SUI,3,2,
1936,Ioan Miclescu-Prăjescu,ROU,Hans Drakenberg,SWE,3,2,
1936,Preben Christiansen,DEN,Thorstein Guthe,NOR,3,2,
1936,François Duret,SUI,Thorstein Guthe,NOR,3,2,
1936,Thorstein Guthe,NOR,Ian Campbell-Gray,GBR,3,2,
1936,Franco Riccardi,ITA,Antonio Villamil,ARG,3,2,
1936,Franco Riccardi,ITA,Tomás Barraza,CHI,3,2,
1936,Béla Bay,HUN,Willem Driebergen,NED,3,2,
1936,Paulo Leal,POR,Antonio Villamil,ARG,3,2,
1936,Frédéric Fitting,SUI,Béla Bay,HUN,3,2,
1936,Frédéric Fitting,SUI,Erik Hammer Sørensen,DEN,3,2,
1936,Khristos Zalokostas,GRE,Frédéric Fitting,SUI,3,2,
1936,Khristos Zalokostas,GRE,Willem Driebergen,NED,3,2,
1936,Khristos Zalokostas,GRE,Tomás Barraza,CHI,3,2,
1936,Antonio Villamil,ARG,Frédéric Fitting,SUI,3,2,
1936,Marcel Boulad,EGY,Franco Riccardi,ITA,3,2,
1936,Marcel Boulad,EGY,Erik Hammer Sørensen,DEN,3,2,
1936,Marcel Boulad,EGY,Tomás Barraza,CHI,3,2,
1936,Antonio Haro,MEX,"Hervé, Count du Monceau de Bergendael",BEL,3,2,
1936,Antonio Haro,MEX,Gustaf Dyrssen,SWE,3,2,
1936,Siegfried Lerdon,GER,Giancarlo Cornaggia-Medici,ITA,3,2,
1936,Giancarlo Cornaggia-Medici,ITA,Antonio Haro,MEX,3,2,
1936,Giancarlo Cornaggia-Medici,ITA,"Hervé, Count du Monceau de Bergendael",BEL,3,2,
1936,Henrique de Aguiar Valim,BRA,Raúl Saucedo,ARG,3,2,
1936,"Hervé, Count du Monceau de Bergendael",BEL,Gustavo Carinhas,POR,3,2,
1936,"Hervé, Count du Monceau de Bergendael",BEL,Rezső Bartha,HUN,3,2,
1936,"Hervé, Count du Monceau de Bergendael",BEL,Gustaf Dyrssen,SWE,3,2,
1936,Gustavo Carinhas,POR,Giancarlo Cornaggia-Medici,ITA,3,2,
1936,Raúl Saucedo,ARG,Nicolae Marinescu,ROU,3,2,
1936,Raúl Saucedo,ARG,Gustaf Dyrssen,SWE,3,2,
1936,Rezső Bartha,HUN,Giancarlo Cornaggia-Medici,ITA,3,2,
1936,Nicolae Marinescu,ROU,Henrique de Aguiar Valim,BRA,3,2,
1936,Nicolae Marinescu,ROU,"Hervé, Count du Monceau de Bergendael",BEL,3,2,
1936,Nicolae Marinescu,ROU,Gustavo Carinhas,POR,3,2,
1936,Ian Campbell-Gray,GBR,Saverio Ragno,ITA,3,2,
1936,Ian Campbell-Gray,GBR,Charles Debeur,BEL,3,2,
1936,Ian Campbell-Gray,GBR,Michel Pécheux,FRA,3,2,
1936,Saverio Ragno,ITA,Charles Debeur,BEL,3,2,
1936,Saverio Ragno,ITA,Michel Pécheux,FRA,3,2,
1936,Saverio Ragno,ITA,Hans Granfelt,SWE,3,2,
1936,Saverio Ragno,ITA,Paulo Leal,POR,3,2,
1936,Saverio Ragno,ITA,Jean Hauert,SUI,3,2,
1936,Khristos Zalokostas,GRE,Michel Pécheux,FRA,3,2,
1936,Khristos Zalokostas,GRE,Antonio Haro,MEX,3,2,
1936,Khristos Zalokostas,GRE,Jean Hauert,SUI,3,2,
1936,Charles Debeur,BEL,Giancarlo Cornaggia-Medici,ITA,3,2,
1936,Charles Debeur,BEL,Khristos Zalokostas,GRE,3,2,
1936,Charles Debeur,BEL,Hans Granfelt,SWE,3,2,
1936,Charles Debeur,BEL,Antonio Haro,MEX,3,2,
1936,Charles Debeur,BEL,Jean Hauert,SUI,3,2,
1936,Michel Pécheux,FRA,Charles Debeur,BEL,3,2,
1936,Michel Pécheux,FRA,Hans Granfelt,SWE,3,2,
1936,Michel Pécheux,FRA,Jean Hauert,SUI,3,2,
1936,Hans Granfelt,SWE,Khristos Zalokostas,GRE,3,2,
1936,Hans Granfelt,SWE,Antonio Haro,MEX,3,2,
1936,Hans Granfelt,SWE,Jean Hauert,SUI,3,2,
1936,Antonio Haro,MEX,Michel Pécheux,FRA,3,2,
1936,Paulo Leal,POR,Charles Debeur,BEL,3,2,
1936,Paulo Leal,POR,Hans Granfelt,SWE,3,2,
1936,Jean Hauert,SUI,Paulo Leal,POR,3,2,
1936,Raymond Stasse,BEL,Hans Drakenberg,SWE,3,2,
1936,Raymond Stasse,BEL,Frédéric Fitting,SUI,3,2,
1936,Franco Riccardi,ITA,Raymond Stasse,BEL,3,2,
1936,Béla Bay,HUN,Henrique de Aguiar Valim,BRA,3,2,
1936,Hans Drakenberg,SWE,Henrique de Aguiar Valim,BRA,3,2,
1936,Roman Kantor,POL,Franco Riccardi,ITA,3,2,
1936,Roman Kantor,POL,Béla Bay,HUN,3,2,
1936,Roman Kantor,POL,"Hervé, Count du Monceau de Bergendael",BEL,3,2,
1936,Frédéric Fitting,SUI,Béla Bay,HUN,3,2,
1936,Frédéric Fitting,SUI,Roman Kantor,POL,3,2,
1936,Frédéric Fitting,SUI,Siegfried Lerdon,GER,3,2,
1936,Frédéric Fitting,SUI,"Hervé, Count du Monceau de Bergendael",BEL,3,2,
1936,Siegfried Lerdon,GER,Roman Kantor,POL,3,2,
1936,Siegfried Lerdon,GER,"Hervé, Count du Monceau de Bergendael",BEL,3,2,
1936,Henrique de Aguiar Valim,BRA,Frédéric Fitting,SUI,3,2,
1936,Henrique de Aguiar Valim,BRA,Siegfried Lerdon,GER,3,2,
1936,Franco Riccardi,ITA,Saverio Ragno,ITA,3,2,
1936,Franco Riccardi,ITA,Hans Drakenberg,SWE,3,2,
1936,Saverio Ragno,ITA,Raymond Stasse,BEL,3,2,
1936,Giancarlo Cornaggia-Medici,ITA,Charles Debeur,BEL,3,2,
1936,Giancarlo Cornaggia-Medici,ITA,Raymond Stasse,BEL,3,2,
1936,Giancarlo Cornaggia-Medici,ITA,Ian Campbell-Gray,GBR,3,2,
1936,Hans Drakenberg,SWE,Henrique da Silveira,POR,3,2,
1936,Hans Drakenberg,SWE,Khristos Zalokostas,GRE,3,2,
1936,Charles Debeur,BEL,Béla Bay,HUN,3,2,
1936,Charles Debeur,BEL,Khristos Zalokostas,GRE,3,2,
1936,Henrique da Silveira,POR,Charles Debeur,BEL,3,2,
1936,Raymond Stasse,BEL,Henrique da Silveira,POR,3,2,
1936,Ian Campbell-Gray,GBR,Saverio Ragno,ITA,3,2,
1936,Ian Campbell-Gray,GBR,Béla Bay,HUN,3,2,
1936,Ian Campbell-Gray,GBR,Khristos Zalokostas,GRE,3,2,
1936,Béla Bay,HUN,Giancarlo Cornaggia-Medici,ITA,3,2,
1936,Khristos Zalokostas,GRE,Saverio Ragno,ITA,3,2,
1936,Nicolae Marinescu,ROU,Mahmoud Abdin,EGY,3,1,
1936,Nicolae Marinescu,ROU,Charles de Beaumont,GBR,3,1,
1936,Antonio Villamil,ARG,Mahmoud Abdin,EGY,3,1,
1936,Béla Bay,HUN,Nicolae Marinescu,ROU,3,1,
1936,Nicolaas van Hoorn,NED,Nicolae Marinescu,ROU,3,1,
1936,Otto Schröder,GER,Charles de Beaumont,GBR,3,1,
1936,Henrique de Aguiar Valim,BRA,Preben Christiansen,DEN,3,1,
1936,Henrique de Aguiar Valim,BRA,Pál Dunay,HUN,3,1,
1936,Henrique de Aguiar Valim,BRA,Robert Bergmann,TCH,3,1,
1936,Preben Christiansen,DEN,Antoni Franz,POL,3,1,
1936,Preben Christiansen,DEN,Karl Hanisch,AUT,3,1,
1936,Gustaf Dyrssen,SWE,Antoni Franz,POL,3,1,
1936,Gustaf Dyrssen,SWE,Robert Bergmann,TCH,3,1,
1936,Pál Dunay,HUN,Karl Hanisch,AUT,3,1,
1936,Khristos Zalokostas,GRE,Pál Dunay,HUN,3,1,
1936,Khristos Zalokostas,GRE,Robert Bergmann,TCH,3,1,
1936,Hans Granfelt,SWE,František Vohryzek,TCH,3,1,
1936,Hans Granfelt,SWE,Douglas Dexter,GBR,3,1,
1936,"Hervé, Count du Monceau de Bergendael",BEL,Egill Knutzen,NOR,3,1,
1936,"Hervé, Count du Monceau de Bergendael",BEL,Marcel Boulad,EGY,3,1,
1936,"Hervé, Count du Monceau de Bergendael",BEL,František Vohryzek,TCH,3,1,
1936,François Duret,SUI,Marcel Boulad,EGY,3,1,
1936,François Duret,SUI,Gustave Heiss,USA,3,1,
1936,François Duret,SUI,František Vohryzek,TCH,3,1,
1936,Egill Knutzen,NOR,Marcel Boulad,EGY,3,1,
1936,Marcel Boulad,EGY,František Vohryzek,TCH,3,1,
1936,Marcel Boulad,EGY,Douglas Dexter,GBR,3,1,
1936,Gustave Heiss,USA,Douglas Dexter,GBR,3,1,
1936,Henri Dulieux,FRA,Gustave Heiss,USA,3,1,
1936,Douglas Dexter,GBR,François Duret,SUI,3,1,
1936,Raymond Stasse,BEL,Paulo Leal,POR,3,1,
1936,Raymond Stasse,BEL,Rezső Bartha,HUN,3,1,
1936,Raymond Stasse,BEL,Ernest Dalton,CAN,3,1,
1936,Paulo Leal,POR,Rezső Bartha,HUN,3,1,
1936,Paulo Leal,POR,Josef Kunt,TCH,3,1,
1936,Paulo Leal,POR,Ernest Dalton,CAN,3,1,
1936,Ian Campbell-Gray,GBR,Saverio Ragno,ITA,3,1,
1936,Ian Campbell-Gray,GBR,Ernest Dalton,CAN,3,1,
1936,Saverio Ragno,ITA,Raymond Stasse,BEL,3,1,
1936,Saverio Ragno,ITA,Denis Dolecsko,ROU,3,1,
1936,Rezső Bartha,HUN,Roman Fischer,AUT,3,1,
1936,Josef Kunt,TCH,Roman Fischer,AUT,3,1,
1936,Denis Dolecsko,ROU,Roman Fischer,AUT,3,1,
1936,Franco Riccardi,ITA,Siegfried Lerdon,GER,3,1,
1936,Franco Riccardi,ITA,Aage Leidersdorff,DEN,3,1,
1936,Franco Riccardi,ITA,Ricardo Romero,CHI,3,1,
1936,Franco Riccardi,ITA,Vladimir Mažuranić,YUG,3,1,
1936,Siegfried Lerdon,GER,Moacyr Dunham,BRA,3,1,
1936,Aage Leidersdorff,DEN,Vladimir Mažuranić,YUG,3,1,
1936,Aage Leidersdorff,DEN,Moacyr Dunham,BRA,3,1,
1936,Cornelis Weber,NED,Ricardo Romero,CHI,3,1,
1936,Cornelis Weber,NED,Moacyr Dunham,BRA,3,1,
1936,Ioan Miclescu-Prăjescu,ROU,Vladimir Mažuranić,YUG,3,1,
1936,Ricardo Romero,CHI,Moacyr Dunham,BRA,3,1,
1936,Vladimir Mažuranić,YUG,Moacyr Dunham,BRA,3,1,
1936,Antonio Haro,MEX,Gustavo Carinhas,POR,3,1,
1936,Charles Debeur,BEL,Gustavo Carinhas,POR,3,1,
1936,Gustavo Carinhas,POR,Tomás Barraza,CHI,3,1,
1936,Gustavo Carinhas,POR,George Tully,CAN,3,1,
1936,George Tully,CAN,Frank Righeimer,USA,3,1,
1936,George Tully,CAN,Dimitar Vasilev,BUL,3,1,
1936,Frank Righeimer,USA,Charles Debeur,BEL,3,1,
1936,Frédéric Fitting,SUI,Willem Driebergen,NED,3,1,
1936,Frédéric Fitting,SUI,Rudolf Weber,AUT,3,1,
1936,Willem Driebergen,NED,Thorstein Guthe,NOR,3,1,
1936,Willem Driebergen,NED,Rudolf Weber,AUT,3,1,
1936,Giancarlo Cornaggia-Medici,ITA,José Martínez,MEX,3,1,
1936,Giancarlo Cornaggia-Medici,ITA,Ennio de Oliveira,BRA,3,1,
1936,Giancarlo Cornaggia-Medici,ITA,Mauris Shamil,EGY,3,1,
1936,Henrique da Silveira,POR,Rudolf Weber,AUT,3,1,
1936,Thorstein Guthe,NOR,Frédéric Fitting,SUI,3,1,
1936,Thorstein Guthe,NOR,Mauris Shamil,EGY,3,1,
1936,José Martínez,MEX,Mauris Shamil,EGY,3,1,
1936,Ennio de Oliveira,BRA,Mauris Shamil,EGY,3,1,
1936,Mauris Shamil,EGY,Rudolf Weber,AUT,3,1,
1936,Frederick Weber,USA,Konstantinos Bembis,GRE,3,1,
1936,Frederick Weber,USA,Krešo Tretinjak,YUG,3,1,
1936,Michel Pécheux,FRA,Jean Hauert,SUI,3,1,
1936,Michel Pécheux,FRA,Erik Hammer Sørensen,DEN,3,1,
1936,Jean Hauert,SUI,Raúl Saucedo,ARG,3,1,
1936,Raúl Saucedo,ARG,Konstantinos Bembis,GRE,3,1,
1936,Michel Pécheux,FRA,Hans Granfelt,SWE,3,1,
1936,Michel Pécheux,FRA,Pál Dunay,HUN,3,1,
1936,Charles Debeur,BEL,Henrique da Silveira,POR,3,1,
1936,Henrique da Silveira,POR,Pál Dunay,HUN,3,1,
1936,Henrique da Silveira,POR,Aage Leidersdorff,DEN,3,1,
1936,Hans Granfelt,SWE,Jean Hauert,SUI,3,1,
1936,Hans Granfelt,SWE,Aage Leidersdorff,DEN,3,1,
1936,Jean Hauert,SUI,Charles Debeur,BEL,3,1,
1936,Egill Knutzen,NOR,Aage Leidersdorff,DEN,3,1,
1936,Cornelis Weber,NED,Michel Pécheux,FRA,3,1,
1936,Cornelis Weber,NED,Charles Debeur,BEL,3,1,
1936,Cornelis Weber,NED,George Tully,CAN,3,1,
1936,George Tully,CAN,Hans Granfelt,SWE,3,1,
1936,Hans Drakenberg,SWE,Roman Kantor,POL,3,1,
1936,Hans Drakenberg,SWE,Saverio Ragno,ITA,3,1,
1936,Hans Drakenberg,SWE,Ian Campbell-Gray,GBR,3,1,
1936,Hans Drakenberg,SWE,Frederick Weber,USA,3,1,
1936,Hans Drakenberg,SWE,Thorstein Guthe,NOR,3,1,
1936,Roman Kantor,POL,François Duret,SUI,3,1,
1936,Roman Kantor,POL,Thorstein Guthe,NOR,3,1,
1936,Raymond Stasse,BEL,Roman Kantor,POL,3,1,
1936,Raymond Stasse,BEL,Frederick Weber,USA,3,1,
1936,Raymond Stasse,BEL,Thorstein Guthe,NOR,3,1,
1936,Saverio Ragno,ITA,Ioan Miclescu-Prăjescu,ROU,3,1,
1936,Saverio Ragno,ITA,Frederick Weber,USA,3,1,
1936,Ian Campbell-Gray,GBR,Ioan Miclescu-Prăjescu,ROU,3,1,
1936,Ian Campbell-Gray,GBR,François Duret,SUI,3,1,
1936,Ian Campbell-Gray,GBR,Frederick Weber,USA,3,1,
1936,Ioan Miclescu-Prăjescu,ROU,François Duret,SUI,3,1,
1936,Preben Christiansen,DEN,François Duret,SUI,3,1,
1936,Frederick Weber,USA,Preben Christiansen,DEN,3,1,
1936,Franco Riccardi,ITA,Béla Bay,HUN,3,1,
1936,Franco Riccardi,ITA,Khristos Zalokostas,GRE,3,1,
1936,Béla Bay,HUN,Paulo Leal,POR,3,1,
1936,Béla Bay,HUN,Antonio Villamil,ARG,3,1,
1936,Béla Bay,HUN,Tomás Barraza,CHI,3,1,
1936,Paulo Leal,POR,Khristos Zalokostas,GRE,3,1,
1936,Paulo Leal,POR,Marcel Boulad,EGY,3,1,
1936,Paulo Leal,POR,Erik Hammer Sørensen,DEN,3,1,
1936,Khristos Zalokostas,GRE,Marcel Boulad,EGY,3,1,
1936,Willem Driebergen,NED,Marcel Boulad,EGY,3,1,
1936,Erik Hammer Sørensen,DEN,Willem Driebergen,NED,3,1,
1936,Antonio Haro,MEX,Raúl Saucedo,ARG,3,1,
1936,Siegfried Lerdon,GER,Gustaf Dyrssen,SWE,3,1,
1936,Giancarlo Cornaggia-Medici,ITA,Raúl Saucedo,ARG,3,1,
1936,Henrique de Aguiar Valim,BRA,Siegfried Lerdon,GER,3,1,
1936,Henrique de Aguiar Valim,BRA,Gustavo Carinhas,POR,3,1,
1936,Henrique de Aguiar Valim,BRA,Gustaf Dyrssen,SWE,3,1,
1936,"Hervé, Count du Monceau de Bergendael",BEL,Henrique de Aguiar Valim,BRA,3,1,
1936,"Hervé, Count du Monceau de Bergendael",BEL,Raúl Saucedo,ARG,3,1,
1936,Gustavo Carinhas,POR,Rezső Bartha,HUN,3,1,
1936,Gustavo Carinhas,POR,Gustaf Dyrssen,SWE,3,1,
1936,Rezső Bartha,HUN,Siegfried Lerdon,GER,3,1,
1936,Rezső Bartha,HUN,Raúl Saucedo,ARG,3,1,
1936,Gustaf Dyrssen,SWE,Nicolae Marinescu,ROU,3,1,
1936,Ian Campbell-Gray,GBR,Giancarlo Cornaggia-Medici,ITA,3,1,
1936,Ian Campbell-Gray,GBR,Antonio Haro,MEX,3,1,
1936,Ian Campbell-Gray,GBR,Paulo Leal,POR,3,1,
1936,Saverio Ragno,ITA,Antonio Haro,MEX,3,1,
1936,Giancarlo Cornaggia-Medici,ITA,Jean Hauert,SUI,3,1,
1936,Khristos Zalokostas,GRE,Paulo Leal,POR,3,1,
1936,Michel Pécheux,FRA,Giancarlo Cornaggia-Medici,ITA,3,1,
1936,Antonio Haro,MEX,Jean Hauert,SUI,3,1,
1936,Raymond Stasse,BEL,Henrique da Silveira,POR,3,1,
1936,Raymond Stasse,BEL,"Hervé, Count du Monceau de Bergendael",BEL,3,1,
1936,Raymond Stasse,BEL,Henrique de Aguiar Valim,BRA,3,1,
1936,Franco Riccardi,ITA,Béla Bay,HUN,3,1,
1936,Franco Riccardi,ITA,Frédéric Fitting,SUI,3,1,
1936,Franco Riccardi,ITA,Siegfried Lerdon,GER,3,1,
1936,Franco Riccardi,ITA,"Hervé, Count du Monceau de Bergendael",BEL,3,1,
1936,Franco Riccardi,ITA,Henrique de Aguiar Valim,BRA,3,1,
1936,Henrique da Silveira,POR,Hans Drakenberg,SWE,3,1,
1936,Henrique da Silveira,POR,Frédéric Fitting,SUI,3,1,
1936,Béla Bay,HUN,Henrique da Silveira,POR,3,1,
1936,Béla Bay,HUN,"Hervé, Count du Monceau de Bergendael",BEL,3,1,
1936,Hans Drakenberg,SWE,Roman Kantor,POL,3,1,
1936,Hans Drakenberg,SWE,Frédéric Fitting,SUI,3,1,
1936,Roman Kantor,POL,Henrique de Aguiar Valim,BRA,3,1,
1936,Siegfried Lerdon,GER,Henrique da Silveira,POR,3,1,
1936,"Hervé, Count du Monceau de Bergendael",BEL,Hans Drakenberg,SWE,3,1,
1936,Franco Riccardi,ITA,Giancarlo Cornaggia-Medici,ITA,3,1,
1936,Franco Riccardi,ITA,Khristos Zalokostas,GRE,3,1,
1936,Saverio Ragno,ITA,Giancarlo Cornaggia-Medici,ITA,3,1,
1936,Saverio Ragno,ITA,Charles Debeur,BEL,3,1,
1936,Saverio Ragno,ITA,Henrique da Silveira,POR,3,1,
1936,Saverio Ragno,ITA,Béla Bay,HUN,3,1,
1936,Giancarlo Cornaggia-Medici,ITA,Henrique da Silveira,POR,3,1,
1936,Hans Drakenberg,SWE,Charles Debeur,BEL,3,1,
1936,Charles Debeur,BEL,Raymond Stasse,BEL,3,1,
1936,Charles Debeur,BEL,Ian Campbell-Gray,GBR,3,1,
1936,Henrique da Silveira,POR,Béla Bay,HUN,3,1,
1936,Henrique da Silveira,POR,Khristos Zalokostas,GRE,3,1,
1936,Raymond Stasse,BEL,Khristos Zalokostas,GRE,3,1,
1936,Béla Bay,HUN,Franco Riccardi,ITA,3,1,
1936,Béla Bay,HUN,Raymond Stasse,BEL,3,1,
1936,Nicolae Marinescu,ROU,Bertrand Boissonnault,CAN,3,0,
1936,Hans Drakenberg,SWE,Charles de Beaumont,GBR,3,0,
1936,Hans Drakenberg,SWE,Otto Schröder,GER,3,0,
1936,Hans Drakenberg,SWE,Bertrand Boissonnault,CAN,3,0,
1936,Antonio Villamil,ARG,Charles de Beaumont,GBR,3,0,
1936,Béla Bay,HUN,Bertrand Boissonnault,CAN,3,0,
1936,Mahmoud Abdin,EGY,Bertrand Boissonnault,CAN,3,0,
1936,Nicolaas van Hoorn,NED,Charles de Beaumont,GBR,3,0,
1936,Charles de Beaumont,GBR,Bertrand Boissonnault,CAN,3,0,
1936,Henrique de Aguiar Valim,BRA,Gustaf Dyrssen,SWE,3,0,
1936,Henrique de Aguiar Valim,BRA,Karl Hanisch,AUT,3,0,
1936,Gustaf Dyrssen,SWE,Khristos Zalokostas,GRE,3,0,
1936,Khristos Zalokostas,GRE,Karl Hanisch,AUT,3,0,
1936,Hans Granfelt,SWE,"Hervé, Count du Monceau de Bergendael",BEL,3,0,
1936,Hans Granfelt,SWE,Marcel Boulad,EGY,3,0,
1936,François Duret,SUI,Egill Knutzen,NOR,3,0,
1936,Egill Knutzen,NOR,Gustave Heiss,USA,3,0,
1936,Egill Knutzen,NOR,Henri Dulieux,FRA,3,0,
1936,Marcel Boulad,EGY,Gustave Heiss,USA,3,0,
1936,Raymond Stasse,BEL,Ian Campbell-Gray,GBR,3,0,
1936,Raymond Stasse,BEL,Denis Dolecsko,ROU,3,0,
1936,Paulo Leal,POR,Saverio Ragno,ITA,3,0,
1936,Ian Campbell-Gray,GBR,Denis Dolecsko,ROU,3,0,
1936,Saverio Ragno,ITA,Ernest Dalton,CAN,3,0,
1936,Rezső Bartha,HUN,Denis Dolecsko,ROU,3,0,
1936,Denis Dolecsko,ROU,Josef Kunt,TCH,3,0,
1936,Roman Fischer,AUT,Ernest Dalton,CAN,3,0,
1936,Franco Riccardi,ITA,Moacyr Dunham,BRA,3,0,
1936,Siegfried Lerdon,GER,Ricardo Romero,CHI,3,0,
1936,Siegfried Lerdon,GER,Vladimir Mažuranić,YUG,3,0,
1936,Aage Leidersdorff,DEN,Ricardo Romero,CHI,3,0,
1936,Cornelis Weber,NED,Ioan Miclescu-Prăjescu,ROU,3,0,
1936,Ioan Miclescu-Prăjescu,ROU,Aage Leidersdorff,DEN,3,0,
1936,Antonio Haro,MEX,Tomás Barraza,CHI,3,0,
1936,Antonio Haro,MEX,Frank Righeimer,USA,3,0,
1936,Antonio Haro,MEX,Dimitar Vasilev,BUL,3,0,
1936,Frank Righeimer,USA,Dimitar Vasilev,BUL,3,0,
1936,Dimitar Vasilev,BUL,Tomás Barraza,CHI,3,0,
1936,Frédéric Fitting,SUI,Henrique da Silveira,POR,3,0,
1936,Frédéric Fitting,SUI,Ennio de Oliveira,BRA,3,0,
1936,Willem Driebergen,NED,José Martínez,MEX,3,0,
1936,Henrique da Silveira,POR,Ennio de Oliveira,BRA,3,0,
1936,Henrique da Silveira,POR,Mauris Shamil,EGY,3,0,
1936,Ennio de Oliveira,BRA,Rudolf Weber,AUT,3,0,
1936,Frederick Weber,USA,Erik Hammer Sørensen,DEN,3,0,
1936,Michel Pécheux,FRA,Konstantinos Bembis,GRE,3,0,
1936,Jean Hauert,SUI,Ernst Röthig,GER,3,0,
1936,Jean Hauert,SUI,Konstantinos Bembis,GRE,3,0,
1936,Raúl Saucedo,ARG,Michel Pécheux,FRA,3,0,
1936,Raúl Saucedo,ARG,Krešo Tretinjak,YUG,3,0,
1936,Ernst Röthig,GER,Konstantinos Bembis,GRE,3,0,
1936,Charles Debeur,BEL,Michel Pécheux,FRA,3,0,
1936,Henrique da Silveira,POR,Jean Hauert,SUI,3,0,
1936,Henrique da Silveira,POR,Cornelis Weber,NED,3,0,
1936,Hans Granfelt,SWE,Henrique da Silveira,POR,3,0,
1936,Jean Hauert,SUI,George Tully,CAN,3,0,
1936,George Tully,CAN,Henrique da Silveira,POR,3,0,
1936,Aage Leidersdorff,DEN,Cornelis Weber,NED,3,0,
1936,Hans Drakenberg,SWE,Preben Christiansen,DEN,3,0,
1936,Roman Kantor,POL,Ian Campbell-Gray,GBR,3,0,
1936,Roman Kantor,POL,Preben Christiansen,DEN,3,0,
1936,Roman Kantor,POL,Frederick Weber,USA,3,0,
1936,Raymond Stasse,BEL,Preben Christiansen,DEN,3,0,
1936,Saverio Ragno,ITA,Raymond Stasse,BEL,3,0,
1936,Saverio Ragno,ITA,Thorstein Guthe,NOR,3,0,
1936,Ian Campbell-Gray,GBR,Preben Christiansen,DEN,3,0,
1936,Ioan Miclescu-Prăjescu,ROU,Preben Christiansen,DEN,3,0,
1936,Franco Riccardi,ITA,Willem Driebergen,NED,3,0,
1936,Franco Riccardi,ITA,Erik Hammer Sørensen,DEN,3,0,
1936,Béla Bay,HUN,Erik Hammer Sørensen,DEN,3,0,
1936,Paulo Leal,POR,Tomás Barraza,CHI,3,0,
1936,Frédéric Fitting,SUI,Paulo Leal,POR,3,0,
1936,Frédéric Fitting,SUI,Willem Driebergen,NED,3,0,
1936,Frédéric Fitting,SUI,Tomás Barraza,CHI,3,0,
1936,Antonio Villamil,ARG,Marcel Boulad,EGY,3,0,
1936,Antonio Villamil,ARG,Erik Hammer Sørensen,DEN,3,0,
1936,Willem Driebergen,NED,Antonio Villamil,ARG,3,0,
1936,Willem Driebergen,NED,Tomás Barraza,CHI,3,0,
1936,Antonio Haro,MEX,Gustavo Carinhas,POR,3,0,
1936,Antonio Haro,MEX,Rezső Bartha,HUN,3,0,
1936,Antonio Haro,MEX,Nicolae Marinescu,ROU,3,0,
1936,Siegfried Lerdon,GER,Antonio Haro,MEX,3,0,
1936,Siegfried Lerdon,GER,"Hervé, Count du Monceau de Bergendael",BEL,3,0,
1936,Siegfried Lerdon,GER,Raúl Saucedo,ARG,3,0,
1936,Siegfried Lerdon,GER,Nicolae Marinescu,ROU,3,0,
1936,Giancarlo Cornaggia-Medici,ITA,Henrique de Aguiar Valim,BRA,3,0,
1936,Giancarlo Cornaggia-Medici,ITA,Nicolae Marinescu,ROU,3,0,
1936,Henrique de Aguiar Valim,BRA,Rezső Bartha,HUN,3,0,
1936,Raúl Saucedo,ARG,Gustavo Carinhas,POR,3,0,
1936,Gustaf Dyrssen,SWE,Rezső Bartha,HUN,3,0,
1936,Ian Campbell-Gray,GBR,Khristos Zalokostas,GRE,3,0,
1936,Ian Campbell-Gray,GBR,Hans Granfelt,SWE,3,0,
1936,Ian Campbell-Gray,GBR,Jean Hauert,SUI,3,0,
1936,Giancarlo Cornaggia-Medici,ITA,Saverio Ragno,ITA,3,0,
1936,Giancarlo Cornaggia-Medici,ITA,Khristos Zalokostas,GRE,3,0,
1936,Giancarlo Cornaggia-Medici,ITA,Antonio Haro,MEX,3,0,
1936,Giancarlo Cornaggia-Medici,ITA,Paulo Leal,POR,3,0,
1936,Khristos Zalokostas,GRE,Saverio Ragno,ITA,3,0,
